NMFS.Tracking.Number,NMFS.Final.Determination..Species.,NMFS.Final.Determination..Critical.Habitat.,Common.Name,Population.Name,count,,NMFS.Tracking.Number,count
NWR-2010-3149,,,,,4,2113,NWR-2004-435,4
NWR-2010-315,,,,,2,2114,NWR-2004-439,4
NWR-2010-3239,,,,,2,2115,NWR-2004-441,4
NWR-2010-3246,,,,,2,2116,NWR-2004-450,4
NWR-2010-3287,,,,,5,2117,NWR-2004-477,4
NWR-2010-3291,,,,,2,2118,NWR-2004-498,4
NWR-2010-3301,,,,,8,2119,NWR-2004-499,4
NWR-2010-3353,,,,,3,2120,NWR-2004-500,4
NWR-2010-3448,,,,,2,2121,NWR-2004-504,4
NWR-2010-3521,,,,,10,2122,NWR-2004-505,4
NWR-2010-3523,,,,,4,2123,NWR-2004-521,4
NWR-2010-3530,,,,,8,2124,NWR-2004-527,4
NWR-2010-3535,,,,,4,2125,NWR-2004-538,4
NWR-2010-3543,,,,,2,2126,NWR-2004-561,4
NWR-2010-3572,,,,,3,2127,NWR-2004-572,4
NWR-2010-360,,,,,2,2128,NWR-2004-586,4
NWR-2010-3611,,,,,3,2129,NWR-2004-597,4
NWR-2010-3724,,,,,2,2130,NWR-2004-600,4
NWR-2010-3725,,,,,3,2131,NWR-2004-603,4
NWR-2010-3949,,,,,3,2132,NWR-2004-608,4
NWR-2010-3993,,,,,4,2133,NWR-2004-611,4
NWR-2010-4,,,,,2,2134,NWR-2004-614,4
NWR-2010-4009,,,,,5,2135,NWR-2004-615,4
NWR-2010-4012,,,,,3,2136,NWR-2004-625,4
NWR-2010-4057,,,"Salmon, Chinook",Puget Sound ESU,1,2137,NWR-2004-626,4
NWR-2010-4093,,,,,2,2138,NWR-2004-632,4
NWR-2010-4154,,,,,2,2139,NWR-2004-688,4
NWR-2010-4248,,,,,5,2140,NWR-2004-698,4
NWR-2010-4249,,,,,4,2141,NWR-2004-722,4
NWR-2010-432,,,,,12,2142,NWR-2004-725,4
NWR-2010-4357,,,,,2,2143,NWR-2004-733,4
NWR-2010-437,,,,,4,2144,NWR-2004-736,4
NWR-2010-4503,,,,,4,2145,NWR-2004-737,4
NWR-2010-4604,,,,,4,2146,NWR-2004-740,4
NWR-2010-4630,,,,,3,2147,NWR-2004-741,4
NWR-2010-4633,,,,,3,2148,NWR-2004-79,4
NWR-2010-4685,,,,,2,2149,NWR-2004-791,4
NWR-2010-4819,,,,,3,2150,NWR-2004-803,4
NWR-2010-4820,,,,,3,2151,NWR-2004-815,4
NWR-2010-4830,,,,,2,2152,NWR-2004-842,4
NWR-2010-4852,,,,,6,2153,NWR-2004-847,4
NWR-2010-4931,,,,,2,2154,NWR-2004-850,4
NWR-2010-5077,,,,,2,2155,NWR-2004-867,4
NWR-2010-5118,,,,,2,2156,NWR-2004-887,4
NWR-2010-5164,,,,,2,2157,NWR-2004-890,4
NWR-2010-517,,,,,4,2158,NWR-2004-97,4
NWR-2010-5197,,,,,3,2159,NWR-2004-971,4
NWR-2010-5203,,,,,3,2160,NWR-2004-98,4
NWR-2010-521,,,,,5,2161,NWR-2005-10,4
NWR-2010-5314,,,,,3,2162,NWR-2005-135,4
NWR-2010-5317,,,,,6,2163,NWR-2005-153,4
NWR-2010-5356,,,,,3,2164,NWR-2005-158,4
NWR-2010-5408,,,,,3,2165,NWR-2005-167,4
NWR-2010-5409,,,,,3,2166,NWR-2005-2091,4
NWR-2010-5410,,,,,3,2167,NWR-2005-214,4
NWR-2010-5479,,,,,26,2168,NWR-2005-2172,4
NWR-2010-5711,,,,,5,2169,NWR-2005-219,4
NWR-2010-5773,,,,,3,2170,NWR-2005-225,4
NWR-2010-5811,,,,,4,2171,NWR-2005-226,4
NWR-2010-586,,,,,3,2172,NWR-2005-2662,4
NWR-2010-6051,,,,,6,2173,NWR-2005-2699,4
NWR-2010-6062,,,,,17,2174,NWR-2005-2706,4
NWR-2010-6103,,,,,5,2175,NWR-2005-2750,4
NWR-2010-6104,,,,,26,2176,NWR-2005-32,4
NWR-2010-6130,,,,,3,2177,NWR-2005-320,4
NWR-2010-6138,,,,,35,2178,NWR-2005-321,4
NWR-2010-615,,,,,2,2179,NWR-2005-322,4
NWR-2010-6189,,,,,4,2180,NWR-2005-3224,4
NWR-2010-6275,,,,,2,2181,NWR-2005-323,4
NWR-2010-6291,,,,,4,2182,NWR-2005-3242,4
NWR-2010-6293,,,,,3,2183,NWR-2005-325,4
NWR-2010-6498,,,,,2,2184,NWR-2005-326,4
NWR-2010-6511,,,,,4,2185,NWR-2005-327,4
NWR-2010-6517,,,,,5,2186,NWR-2005-329,4
NWR-2010-6527,,,,,3,2187,NWR-2005-333,4
NWR-2010-6535,,,,,6,2188,NWR-2005-334,4
NWR-2010-6621,,,,,5,2189,NWR-2005-3367,4
NWR-2010-6676,,,,,9,2190,NWR-2005-340,4
NWR-2010-6685,,,,,8,2191,NWR-2005-3455,4
NWR-2010-674,,,,,2,2192,NWR-2005-3457,4
NWR-2010-676,,,,,5,2193,NWR-2005-348,4
NWR-2010-680,,,,,3,2194,NWR-2005-3571,4
NWR-2010-6828,,,,,5,2195,NWR-2005-3574,4
NWR-2010-683,,,,,5,2196,NWR-2005-3609,4
NWR-2010-686,,,,,5,2197,NWR-2005-3656,4
NWR-2010-836,,,,,3,2198,NWR-2005-3657,4
NWR-2010-849,,,,,3,2199,NWR-2005-3659,4
NWR-2010-852,,,,,3,2200,NWR-2005-3704,4
NWR-2010-86,,,,,2,2201,NWR-2005-3755,4
NWR-2010-89,,,,,2,2202,NWR-2005-3858,4
NWR-2011-1098,,,,,3,2203,NWR-2005-3869,4
NWR-2011-1240,,,,,3,2204,NWR-2005-3889,4
NWR-2011-1269,,,,,3,2205,NWR-2005-3895,4
NWR-2011-1270,,,,,3,2206,NWR-2005-3896,4
NWR-2011-1344,,,,,3,2207,NWR-2005-3919,4
NWR-2011-153,,,,,3,2208,NWR-2005-4,4
NWR-2011-1543,,,,,21,2209,NWR-2005-4033,4
NWR-2011-157,,,,,3,2210,NWR-2005-4064,4
NWR-2011-1621,,,,,4,2211,NWR-2005-4112,4
NWR-2011-1671,,,,,6,2212,NWR-2005-4119,4
NWR-2011-1706,,,,,3,2213,NWR-2005-4141,4
NWR-2011-1748,,,,,3,2214,NWR-2005-4245,4
NWR-2011-1821,,,,,3,2215,NWR-2005-4256,4
NWR-2011-1861,,,,,2,2216,NWR-2005-4291,4
NWR-2011-1919,,,,,4,2217,NWR-2005-4568,4
NWR-2011-192,,,,,5,2218,NWR-2005-4677,4
NWR-2011-1922,,,,,4,2219,NWR-2005-4678,4
NWR-2011-1925,,,,,16,2220,NWR-2005-4679,4
NWR-2011-1926,,,,,15,2221,NWR-2005-5129,4
NWR-2011-195,,,,,4,2222,NWR-2005-5133,4
NWR-2011-1964,,,,,4,2223,NWR-2005-5135,4
NWR-2011-1991,,,,,2,2224,NWR-2005-5141,4
NWR-2011-2020,,,,,4,2225,NWR-2005-5142,4
NWR-2011-2043,,,,,4,2226,NWR-2005-5713,4
NWR-2011-2095,,,,,24,2227,NWR-2005-5723,4
NWR-2011-211,,,,,3,2228,NWR-2005-5726,4
NWR-2011-2171,,,,,3,2229,NWR-2005-574,4
NWR-2011-2191,,,,,3,2230,NWR-2005-575,4
NWR-2011-2213,,,,,5,2231,NWR-2005-5868,4
NWR-2011-2267,,,,,3,2232,NWR-2005-5891,4
NWR-2011-2286,,,,,3,2233,NWR-2005-5898,4
NWR-2011-2308,,,,,2,2234,NWR-2005-5977,4
NWR-2011-2323,,,,,2,2235,NWR-2005-60,4
NWR-2011-2373,,,,,3,2236,NWR-2005-6043,4
NWR-2011-2380,,,,,3,2237,NWR-2005-6046,4
NWR-2011-2382,,,,,3,2238,NWR-2005-6072,4
NWR-2011-2426,,,,,13,2239,NWR-2005-6106,4
NWR-2011-243,,,,,3,2240,NWR-2005-6226,4
NWR-2011-2445,,,,,3,2241,NWR-2005-6228,4
NWR-2011-2446,,,,,3,2242,NWR-2005-6253,4
NWR-2011-2463,,,,,2,2243,NWR-2005-6274,4
NWR-2011-2464,,,,,3,2244,NWR-2005-6343,4
NWR-2011-247,,,,,3,2245,NWR-2005-6344,4
NWR-2011-2487,,,,,4,2246,NWR-2005-6351,4
NWR-2011-249,,,,,18,2247,NWR-2005-6465,4
NWR-2011-2493,,,,,4,2248,NWR-2005-6483,4
NWR-2011-2520,,,,,16,2249,NWR-2005-6490,4
NWR-2011-257,,,,,2,2250,NWR-2005-6491,4
NWR-2011-2613,,,,,3,2251,NWR-2005-6498,4
NWR-2011-2655,,,,,3,2252,NWR-2005-6532,4
NWR-2011-2731,,,,,18,2253,NWR-2005-6821,4
NWR-2011-2981,,,,,3,2254,NWR-2005-7041,4
NWR-2011-2986,,,,,3,2255,NWR-2005-7183,4
NWR-2011-2988,,,,,6,2256,NWR-2005-7184,4
NWR-2011-3007,,,,,4,2257,NWR-2005-72,4
NWR-2011-3008,,,,,4,2258,NWR-2005-725,4
NWR-2011-3115,,,,,3,2259,NWR-2005-7362,4
NWR-2011-312,,,,,16,2260,NWR-2005-7372,4
NWR-2011-3126,,,,,2,2261,NWR-2006-1058,4
NWR-2011-313,,,,,16,2262,NWR-2006-1079,4
NWR-2011-315,,,,,3,2263,NWR-2006-1254,4
NWR-2011-328,,,,,3,2264,NWR-2006-1255,4
NWR-2011-3307,,,,,15,2265,NWR-2006-1256,4
NWR-2011-3308,,,,,3,2266,NWR-2006-1264,4
NWR-2011-333,,,,,3,2267,NWR-2006-1440,4
NWR-2011-3334,,,,,3,2268,NWR-2006-1443,4
NWR-2011-3339,,,,,3,2269,NWR-2006-1597,4
NWR-2011-3347,,,,,2,2270,NWR-2006-1598,4
NWR-2011-336,,,,,3,2271,NWR-2006-1692,4
NWR-2011-3448,,,,,3,2272,NWR-2006-1745,4
NWR-2011-3528,,,,,5,2273,NWR-2006-1806,4
NWR-2011-3536,,,,,2,2274,NWR-2006-1807,4
NWR-2011-3559,,,,,2,2275,NWR-2006-1808,4
NWR-2011-3686,,,,,4,2276,NWR-2006-1824,4
NWR-2011-3687,,,,,3,2277,NWR-2006-188,4
NWR-2011-3866,,,,,15,2278,NWR-2006-189,4
NWR-2011-3867,,,,,2,2279,NWR-2006-1942,4
NWR-2011-3868,,,,,6,2280,NWR-2006-1943,4
NWR-2011-3890,,,,,4,2281,NWR-2006-1944,4
NWR-2011-3895,,,,,2,2282,NWR-2006-196,4
NWR-2011-3919,,,,,4,2283,NWR-2006-197,4
NWR-2011-3949,,,,,2,2284,NWR-2006-1989,4
NWR-2011-395,,,,,6,2285,NWR-2006-1992,4
NWR-2011-396,,,,,7,2286,NWR-2006-2101,4
NWR-2011-4148,,,,,3,2287,NWR-2006-2104,4
NWR-2011-4151,,,,,3,2288,NWR-2006-2173,4
NWR-2011-4215,,,,,4,2289,NWR-2006-2175,4
NWR-2011-4286,,,,,3,2290,NWR-2006-2278,4
NWR-2011-4344,,,,,9,2291,NWR-2006-2287,4
NWR-2011-444,,,,,5,2292,NWR-2006-2608,4
NWR-2011-49,,,,,3,2293,NWR-2006-2661,4
NWR-2011-5000,,,,,5,2294,NWR-2006-2662,4
NWR-2011-5063,,,,,13,2295,NWR-2006-2839,4
NWR-2011-5196,,,,,4,2296,NWR-2006-2840,4
NWR-2011-5232,,,,,3,2297,NWR-2006-2945,4
NWR-2011-5255,,,,,17,2298,NWR-2006-2992,4
NWR-2011-5259,,,,,2,2299,NWR-2006-3147,4
NWR-2011-5261,,,,,2,2300,NWR-2006-3166,4
NWR-2011-5273,,,,,4,2301,NWR-2006-3181,4
NWR-2011-5369,,,,,5,2302,NWR-2006-3221,4
,,,Steelhead,Puget Sound DPS,,2303,NWR-2006-3293,4
,,,"Salmon, chum",Hood Canal summer-run ESU,,2304,NWR-2006-3295,4
,,,Bocaccio,Puget Sound/Georgia Basin DPS,,2305,NWR-2006-3360,4
,,,"Rockfish, yelloweye",Puget Sound/Georgia Basin DPS,,2306,NWR-2006-340,4
,,,"Rockfish, canary",Puget Sound/Georgia Basin DPS,,2307,NWR-2006-3533,4
,,,"Whale, killer",Southern Resident,,2308,NWR-2006-3534,4
,,,"Sea lion, Steller",Range-wide,,2309,NWR-2006-3607,4
NWR-2011-5371,,,"Salmon, Chinook",Lower Columbia River ESU,1,2310,NWR-2006-3628,4
,,,Steelhead,Lower Columbia River DPS,,2311,NWR-2006-3655,4
,,,"Salmon, coho",Lower Columbia River ESU,,2312,NWR-2006-3656,4
NWR-2011-5389,,,No Biop,,1,2313,NWR-2006-3663,4
NWR-2011-5455,,,,,4,2314,NWR-2006-3849,4
NWR-2011-5480,,,,,2,2315,NWR-2006-3879,4
NWR-2011-551,,,No Biop,,1,2316,NWR-2006-3955,4
NWR-2011-5571,,,,,3,2317,NWR-2006-4030,4
NWR-2011-562,,,,,13,2318,NWR-2006-4036,4
NWR-2011-5637,,,,,2,2319,NWR-2006-4138,4
NWR-2011-5687,,,,,2,2320,NWR-2006-4140,4
NWR-2011-573,,,,,3,2321,NWR-2006-4141,4
NWR-2011-5743,,,,,3,2322,NWR-2006-4143,4
NWR-2011-58,,,,,4,2323,NWR-2006-4329,4
NWR-2011-5840,,,,,2,2324,NWR-2006-4505,4
NWR-2011-5873,,,"Salmon, Chinook",Lower Columbia River ESU,1,2325,NWR-2006-4506,4
NWR-2011-5875,,,,,5,2326,NWR-2006-451,4
NWR-2011-5876,,,,,5,2327,NWR-2006-4584,4
NWR-2011-5877,,,,,5,2328,NWR-2006-4597,4
NWR-2011-5879,,,,,3,2329,NWR-2006-475,4
NWR-2011-5893,,,,,3,2330,NWR-2006-4796,4
NWR-2011-5917,,,,,7,2331,NWR-2006-4948,4
NWR-2011-593,,,,,2,2332,NWR-2006-5130,4
NWR-2011-602,,,,,3,2333,NWR-2006-5228,4
NWR-2011-605,,,,,2,2334,NWR-2006-5318,4
NWR-2011-606,,,,,3,2335,NWR-2006-5498,4
NWR-2011-6064,,,,,3,2336,NWR-2006-5694,4
NWR-2011-6134,,,,,2,2337,NWR-2006-5698,4
NWR-2011-6190,,,,,5,2338,NWR-2006-5745,4
NWR-2011-6339,,,,,3,2339,NWR-2006-5761,4
NWR-2011-638,,,,,4,2340,NWR-2006-5812,4
NWR-2011-6415,,,,,2,2341,NWR-2006-5940,4
NWR-2011-654,,,,,6,2342,NWR-2006-5941,4
NWR-2011-656,,,,,3,2343,NWR-2006-6115,4
NWR-2011-658,,,,,9,2344,NWR-2006-6133,4
NWR-2011-6600,,,,,3,2345,NWR-2006-6446,4
NWR-2011-690,,,,,2,2346,NWR-2006-6608,4
NWR-2011-749,,,,,2,2347,NWR-2006-6649,4
NWR-2011-750,,,,,2,2348,NWR-2006-6675,4
,,,Steelhead,Lower Columbia River DPS,,2349,NWR-2006-6679,4
,,,"Salmon, coho",Lower Columbia River ESU,,2350,NWR-2006-6855,4
NWR-2011-76,,,No Biop,,1,2351,NWR-2006-6856,4
NWR-2011-761,,,,,3,2352,NWR-2006-833,4
NWR-2011-762,,,,,3,2353,NWR-2006-91,4
NWR-2011-764,,,,,3,2354,NWR-2007-1024,4
NWR-2011-812,,,No Biop,,1,2355,NWR-2007-1078,4
NWR-2011-833,,,,,6,2356,NWR-2007-1093,4
NWR-2011-851,,,,,3,2357,NWR-2007-1352,4
NWR-2011-868,,,,,2,2358,NWR-2007-1361,4
NWR-2011-945,,,,,5,2359,NWR-2007-145,4
NWR-2012-1110,,,,,11,2360,NWR-2007-1450,4
NWR-2012-1137,,,,,3,2361,NWR-2007-147,4
NWR-2012-115,,,"Salmon, Chinook",Puget Sound ESU,1,2362,NWR-2007-1472,4
NWR-2012-1190,,,,,4,2363,NWR-2007-1599,4
NWR-2012-1191,,,,,4,2364,NWR-2007-1647,4
NWR-2012-1559,,,,,2,2365,NWR-2007-1764,4
NWR-2012-1745,,,,,2,2366,NWR-2007-1926,4
NWR-2012-1808,,,,,2,2367,NWR-2007-2094,4
NWR-2012-1810,,,,,2,2368,NWR-2007-2180,4
NWR-2012-1820,,,,,7,2369,NWR-2007-2385,4
NWR-2012-1822,,,,,2,2370,NWR-2007-2395,4
NWR-2012-1923,,,,,3,2371,NWR-2007-2526,4
NWR-2012-2014,,,,,3,2372,NWR-2007-2569,4
NWR-2012-2015,,,,,3,2373,NWR-2007-2571,4
NWR-2012-2030,,,,,4,2374,NWR-2007-2647,4
NWR-2012-2039,,,,,6,2375,NWR-2007-2778,4
NWR-2012-206,,,,,4,2376,NWR-2007-2862,4
NWR-2012-2094,,,,,4,2377,NWR-2007-2865,4
NWR-2012-2151,,,,,4,2378,NWR-2007-2945,4
NWR-2012-2293,,,,,3,2379,NWR-2007-2950,4
NWR-2012-2308,,,,,3,2380,NWR-2007-3062,4
NWR-2012-2309,,,,,3,2381,NWR-2007-3209,4
NWR-2012-2310,,,,,3,2382,NWR-2007-3234,4
NWR-2012-2311,,,,,3,2383,NWR-2007-33,4
NWR-2012-2314,,,,,3,2384,NWR-2007-3434,4
NWR-2012-2316,,,,,3,2385,NWR-2007-3504,4
NWR-2012-2323,,,,,2,2386,NWR-2007-3505,4
NWR-2012-2410,,,,,2,2387,NWR-2007-3510,4
NWR-2012-2459,,,,,2,2388,NWR-2007-357,4
NWR-2012-248,,,,,6,2389,NWR-2007-3752,4
NWR-2012-2531,,,,,39,2390,NWR-2007-3812,4
NWR-2012-2575,,,,,3,2391,NWR-2007-3849,4
NWR-2012-2607,,,,,4,2392,NWR-2007-3851,4
NWR-2012-2724,,,,,2,2393,NWR-2007-3853,4
NWR-2012-2773,,,,,3,2394,NWR-2007-3854,4
NWR-2012-280,,,,,3,2395,NWR-2007-4224,4
NWR-2012-2948,,,,,2,2396,NWR-2007-4378,4
NWR-2012-2954,,,,,2,2397,NWR-2007-447,4
NWR-2012-2955,,,,,2,2398,NWR-2007-4668,4
NWR-2012-305,,,,,2,2399,NWR-2007-4669,4
NWR-2012-3085,,,,,6,2400,NWR-2007-4711,4
NWR-2012-310,,,,,3,2401,NWR-2007-493,4
NWR-2012-3212,,,,,2,2402,NWR-2007-494,4
NWR-2012-3213,,,,,2,2403,NWR-2007-5005,4
NWR-2012-3419,,,,,6,2404,NWR-2007-5056,4
NWR-2012-3493,,,,,3,2405,NWR-2007-5192,4
NWR-2012-3494,,,,,3,2406,NWR-2007-5203,4
NWR-2012-3516,,,,,2,2407,NWR-2007-53,4
NWR-2012-3986,,,,,3,2408,NWR-2007-5659,4
NWR-2012-40,,,,,3,2409,NWR-2007-5660,4
NWR-2012-414,,,,,4,2410,NWR-2007-5685,4
NWR-2012-415,,,,,4,2411,NWR-2007-5811,4
NWR-2012-4288,,,,,3,2412,NWR-2007-5975,4
NWR-2012-4487,,,,,3,2413,NWR-2007-5979,4
NWR-2012-552,,,,,3,2414,NWR-2007-609,4
NWR-2012-603,,,,,8,2415,NWR-2007-628,4
NWR-2012-622,,,,,6,2416,NWR-2007-645,4
NWR-2012-737,,,,,2,2417,NWR-2007-6564,4
NWR-2012-835,,,,,2,2418,NWR-2007-6565,4
NWR-2012-857,,,,,2,2419,NWR-2007-6894,4
NWR-2012-932,,,,,2,2420,NWR-2007-7521,4
NWR-2012-933,,,,,2,2421,NWR-2007-755,4
SWR-1998-1765,,,,,3,2422,NWR-2007-756,4
SWR-1999-2130,,,,,4,2423,NWR-2007-758,4
SWR-1999-2153,,,,,5,2424,NWR-2007-7806,4
SWR-1999-2167,,,,,4,2425,NWR-2007-8150,4
SWR-1999-2170,,,,,4,2426,NWR-2007-8222,4
SWR-1999-2327,,,,,3,2427,NWR-2007-8260,4
SWR-2000-1851,,,,,5,2428,NWR-2007-8261,4
SWR-2000-1891,,,,,3,2429,NWR-2007-8263,4
SWR-2000-1910,,,,,4,2430,NWR-2007-8264,4
SWR-2000-1935,,,,,3,2431,NWR-2007-8270,4
SWR-2000-1958,,,,,4,2432,NWR-2007-8277,4
SWR-2000-1975,,,,,2,2433,NWR-2007-8291,4
SWR-2000-1990,,,,,2,2434,NWR-2007-8464,4
SWR-2000-2107,,,,,4,2435,NWR-2007-9118,4
SWR-2000-2167,,,,,4,2436,NWR-2007-94,4
SWR-2000-2194,,,,,3,2437,NWR-2008-1007,4
SWR-2000-2228,,,,,4,2438,NWR-2008-1134,4
SWR-2001-2156,,,,,2,2439,NWR-2008-1135,4
SWR-2001-2215,,,,,3,2440,NWR-2008-1280,4
SWR-2001-2219,,,,,3,2441,NWR-2008-13,4
SWR-2001-2245,,,,,4,2442,NWR-2008-1572,4
SWR-2001-2249,,,,,3,2443,NWR-2008-18,4
SWR-2001-2259,,,,,3,2444,NWR-2008-1834,4
SWR-2001-2260,,,,,3,2445,NWR-2008-1835,4
SWR-2001-2297,,,,,4,2446,NWR-2008-1919,4
SWR-2001-2325,,,,,4,2447,NWR-2008-1960,4
SWR-2001-2329,,,,,3,2448,NWR-2008-2328,4
SWR-2001-2330,,,,,4,2449,NWR-2008-2438,4
SWR-2001-2351,,,,,4,2450,NWR-2008-2450,4
SWR-2001-2553,,,,,2,2451,NWR-2008-2455,4
SWR-2001-2559,,,,,2,2452,NWR-2008-2462,4
SWR-2001-2565,,,,,2,2453,NWR-2008-2463,4
SWR-2001-2580,,,,,4,2454,NWR-2008-2609,4
SWR-2001-2597,,,,,2,2455,NWR-2008-2659,4
SWR-2001-2601,,,,,4,2456,NWR-2008-267,4
SWR-2001-2604,,,,,4,2457,NWR-2008-2671,4
SWR-2001-2606,,,,,3,2458,NWR-2008-2701,4
SWR-2001-2615,,,,,2,2459,NWR-2008-2745,4
SWR-2001-2618,,,,,3,2460,NWR-2008-285,4
SWR-2001-2632,,,,,2,2461,NWR-2008-2861,4
SWR-2001-2654,,,,,4,2462,NWR-2008-2973,4
SWR-2001-2783,,,,,2,2463,NWR-2008-3119,4
SWR-2001-2792,,,,,4,2464,NWR-2008-3600,4
SWR-2001-2853,,,,,4,2465,NWR-2008-3994,4
SWR-2002-1540,,,,,4,2466,NWR-2008-4,4
SWR-2002-1554,,,,,4,2467,NWR-2008-4131,4
SWR-2002-1624,,,,,2,2468,NWR-2008-4511,4
SWR-2002-1636,,,,,3,2469,NWR-2008-4558,4
SWR-2002-1646,,,,,2,2470,NWR-2008-4675,4
SWR-2002-1907,,,,,4,2471,NWR-2008-4925,4
SWR-2002-1908,,,,,2,2472,NWR-2008-5,4
SWR-2002-1909,,,,,2,2473,NWR-2008-5480,4
SWR-2002-1910,,,,,4,2474,NWR-2008-5610,4
SWR-2002-1911,,,,,4,2475,NWR-2008-5653,4
SWR-2002-1917,,,,,2,2476,NWR-2008-569,4
SWR-2002-1929,,,,,4,2477,NWR-2008-5691,4
SWR-2002-1942,,,,,4,2478,NWR-2008-5696,4
SWR-2002-1943,,,,,4,2479,NWR-2008-6075,4
SWR-2002-1944,,,,,3,2480,NWR-2008-6364,4
SWR-2002-1945,,,,,4,2481,NWR-2008-6377,4
SWR-2002-1953,,,,,2,2482,NWR-2008-6490,4
SWR-2002-1990,,,,,2,2483,NWR-2008-6518,4
SWR-2002-2010,,,,,3,2484,NWR-2008-669,4
SWR-2002-2025,,,,,4,2485,NWR-2008-6732,4
SWR-2002-2617,,,,,4,2486,NWR-2008-6913,4
SWR-2002-2619,,,,,4,2487,NWR-2008-7236,4
SWR-2002-2643,,,,,2,2488,NWR-2008-733,4
SWR-2002-2644,,,,,7,2489,NWR-2008-7366,4
SWR-2002-2651,,,,,4,2490,NWR-2008-7369,4
SWR-2002-2655,,,,,2,2491,NWR-2008-7379,4
SWR-2002-2683,,,,,4,2492,NWR-2008-7589,4
SWR-2002-2691,,,,,2,2493,NWR-2008-7751,4
SWR-2003-1696,,,,,2,2494,NWR-2008-8389,4
SWR-2003-1702,,,,,3,2495,NWR-2008-8770,4
SWR-2003-1703,,,,,2,2496,NWR-2008-90,4
SWR-2003-1714,,,,,4,2497,NWR-2008-9019,4
SWR-2003-1716,,,,,2,2498,NWR-2008-9088,4
SWR-2003-1717,,,,,2,2499,NWR-2008-936,4
SWR-2003-1748,,,,,4,2500,NWR-2008-951,4
SWR-2003-1894,,,,,4,2501,NWR-2009-1134,4
SWR-2003-1972,,,,,4,2502,NWR-2009-1137,4
SWR-2003-1973,,,,,4,2503,NWR-2009-1148,4
SWR-2003-1991,,,,,4,2504,NWR-2009-1365,4
SWR-2003-2253,,,,,4,2505,NWR-2009-1715,4
SWR-2003-2255,,,,,3,2506,NWR-2009-184,4
SWR-2003-2258,,,,,5,2507,NWR-2009-1893,4
SWR-2003-2259,,,,,4,2508,NWR-2009-1994,4
SWR-2003-2262,,,,,4,2509,NWR-2009-2191,4
SWR-2003-2263,,,,,2,2510,NWR-2009-2217,4
SWR-2003-2299,,,,,3,2511,NWR-2009-2328,4
SWR-2003-2353,,,,,3,2512,NWR-2009-2393,4
SWR-2003-2387,,,,,4,2513,NWR-2009-2497,4
SWR-2004-1524,,,,,4,2514,NWR-2009-2644,4
SWR-2004-2155,,,,,4,2515,NWR-2009-284,4
SWR-2004-2156,,,,,4,2516,NWR-2009-2989,4
SWR-2004-2182,,,,,2,2517,NWR-2009-3134,4
SWR-2004-2219,,,,,4,2518,NWR-2009-3401,4
SWR-2004-2235,,,,,4,2519,NWR-2009-352,4
SWR-2004-2251,,,,,4,2520,NWR-2009-354,4
SWR-2004-2274,,,,,2,2521,NWR-2009-3823,4
SWR-2004-2427,,,,,4,2522,NWR-2009-3831,4
SWR-2004-2459,,,,,4,2523,NWR-2009-3933,4
SWR-2004-2462,,,,,2,2524,NWR-2009-3986,4
SWR-2004-2474,,,,,4,2525,NWR-2009-3991,4
SWR-2004-2479,,,,,4,2526,NWR-2009-4408,4
SWR-2004-2481,,,,,3,2527,NWR-2009-4424,4
SWR-2004-2506,,,,,4,2528,NWR-2009-4448,4
SWR-2004-516,,,,,2,2529,NWR-2009-4556,4
SWR-2004-554,,,,,4,2530,NWR-2009-4595,4
SWR-2004-572,,,,,3,2531,NWR-2009-4740,4
SWR-2004-656,,,,,6,2532,NWR-2009-4795,4
SWR-2004-780,,,,,3,2533,NWR-2009-4929,4
SWR-2004-823,,,,,4,2534,NWR-2009-5041,4
SWR-2004-859,,,,,4,2535,NWR-2009-5205,4
SWR-2005-122,,,,,4,2536,NWR-2009-5298,4
SWR-2005-312,,,,,4,2537,NWR-2009-5316,4
SWR-2005-314,,,,,4,2538,NWR-2009-5448,4
SWR-2005-3496,,,,,2,2539,NWR-2009-5515,4
SWR-2005-4058,,,,,5,2540,NWR-2009-5543,4
SWR-2005-4632,,,,,6,2541,NWR-2009-5787,4
SWR-2005-5178,,,,,6,2542,NWR-2009-590,4
SWR-2005-5179,,,,,6,2543,NWR-2009-6018,4
SWR-2005-5280,,,,,5,2544,NWR-2009-6037,4
SWR-2005-5408,,,,,2,2545,NWR-2009-6153,4
SWR-2005-5876,,,,,3,2546,NWR-2009-6327,4
SWR-2005-6122,,,,,2,2547,NWR-2009-64,4
SWR-2005-6294,,,,,4,2548,NWR-2009-6410,4
SWR-2005-6535,,,,,8,2549,NWR-2009-6526,4
SWR-2005-6583,,,,,2,2550,NWR-2009-6549,4
SWR-2005-6595,,,,,4,2551,NWR-2009-6593,4
SWR-2005-7147,,,,,3,2552,NWR-2009-6688,4
SWR-2005-7152,,,,,3,2553,NWR-2009-6694,4
SWR-2005-7170,,,,,3,2554,NWR-2009-6753,4
SWR-2005-7218,,,,,2,2555,NWR-2009-6754,4
SWR-2005-7293,,,,,4,2556,NWR-2009-6872,4
SWR-2005-7314,,,,,4,2557,NWR-2009-7168,4
SWR-2005-7369,,,,,5,2558,NWR-2009-7183,4
SWR-2005-7370,,,,,4,2559,NWR-2009-7189,4
SWR-2005-7418,,,,,6,2560,NWR-2010-1043,4
SWR-2005-7420,,,,,2,2561,NWR-2010-1090,4
